"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
580,0,0,0,0,0,0,0,20161211,20170903
581,0,0,0,0,0,0,0,20161211,20170903
582,0,0,0,0,0,0,0,20161211,20170903
583,0,0,0,0,0,0,0,20161211,20170903
584,0,0,0,0,0,0,0,20161211,20170903
585,0,0,0,0,0,0,0,20161211,20170903
586,0,0,0,0,0,0,0,20161211,20170903
587,0,0,0,0,0,0,0,20161211,20170903
588,0,0,0,0,0,0,0,20161211,20170903
589,0,0,0,0,0,0,0,20161211,20170903
590,0,0,0,0,0,0,0,20161211,20170903
591,0,0,0,0,0,0,0,20161211,20170903
592,0,0,0,0,0,0,0,20161211,20170903
593,0,0,0,0,0,0,0,20161211,20170903
594,0,0,0,0,0,0,0,20161211,20170903
595,0,0,0,0,0,0,0,20161211,20170903
596,0,0,0,0,0,0,0,20161211,20170903
597,0,0,0,0,0,0,0,20161211,20170903
598,0,0,0,0,0,0,0,20161211,20170903
599,0,0,0,0,0,0,0,20161211,20170903
600,1,1,1,1,1,0,0,20161211,20170903
601,0,0,0,0,0,0,0,20161211,20170903
602,1,1,1,1,1,0,0,20161211,20170903
603,0,0,0,0,0,0,0,20161211,20170903
604,0,0,0,0,0,0,0,20161211,20170903
605,0,0,0,0,0,0,0,20161211,20170903
606,1,1,1,1,1,0,0,20161211,20170903
607,0,0,0,0,0,1,0,20161211,20170903
608,0,0,0,0,0,0,1,20161211,20170903
609,1,1,1,1,1,0,0,20161211,20170903
610,0,0,0,0,0,0,0,20161211,20170903
611,0,0,0,0,0,1,1,20161211,20170903
612,1,1,1,1,1,0,0,20161211,20170903
613,0,0,0,0,0,0,0,20161211,20170903
614,1,1,1,1,1,0,0,20161211,20170903
615,0,0,0,0,0,0,0,20161211,20170903
616,0,0,0,0,0,1,0,20161211,20170903
617,1,1,1,1,1,1,0,20161211,20170903
618,1,1,1,1,1,0,0,20161211,20170903
619,0,0,0,0,0,0,0,20161211,20170903
620,0,0,0,0,1,0,0,20161211,20170903
621,0,0,0,0,0,0,0,20161211,20170903
622,0,0,0,0,0,0,0,20161211,20170903
623,1,1,1,1,0,0,0,20161211,20170903
624,1,0,1,1,1,0,0,20161211,20170903
625,0,1,0,0,0,0,0,20161211,20170903
626,1,0,0,0,0,0,0,20161211,20170903
627,0,0,0,0,0,1,1,20161211,20170903
628,1,1,1,1,1,1,1,20161211,20170903
629,0,0,0,0,1,1,0,20161211,20170903
630,0,0,0,0,0,1,1,20161211,20170903
631,0,1,1,1,0,0,0,20161211,20170903
632,0,0,0,0,0,0,0,20161211,20170903
633,0,0,0,0,0,1,0,20161211,20170903
634,0,0,0,0,0,1,1,20161211,20170903
635,1,1,1,1,1,1,1,20161211,20170903
636,0,0,0,0,0,1,0,20161211,20170903
637,0,1,1,1,1,0,0,20161211,20170903
638,1,1,1,1,1,1,1,20161211,20170903
639,0,0,0,0,0,1,1,20161211,20170903
640,0,0,0,0,0,0,0,20161211,20170903
641,0,0,0,0,0,0,0,20161211,20170903
642,0,1,0,0,0,0,0,20161211,20170903
643,0,0,0,0,0,1,0,20161211,20170903
644,0,0,0,0,0,0,1,20161211,20170903
645,0,0,0,0,0,0,1,20161211,20170903
646,0,0,0,0,0,0,0,20161211,20170903
647,0,0,0,0,0,0,0,20161211,20170903
648,0,0,0,0,1,1,0,20161211,20170903
649,1,1,1,1,1,0,0,20161211,20170903
650,0,0,0,0,0,1,0,20161211,20170903
651,0,0,0,0,0,0,1,20161211,20170903
652,0,0,0,0,0,1,1,20161211,20170903
653,0,0,0,0,0,0,0,20161211,20170903
654,1,1,1,1,1,1,1,20161211,20170903
655,1,1,1,1,1,1,0,20161211,20170903
656,0,0,0,0,0,0,0,20161211,20170903
657,0,0,0,0,0,0,0,20161211,20170903
658,0,0,0,0,0,0,0,20161211,20170903
659,0,0,0,0,0,0,0,20161211,20170903
660,0,0,0,0,1,1,0,20161211,20170903
661,0,0,0,0,0,0,0,20161211,20170903
662,0,0,0,0,0,0,0,20161211,20170903
663,0,0,0,0,0,0,0,20161211,20170903
664,1,0,1,0,1,0,0,20161211,20170903
665,0,1,0,1,0,0,0,20161211,20170903
666,0,0,0,0,0,0,0,20161211,20170903
667,1,0,1,1,1,0,0,20161211,20170903
668,1,1,1,1,0,0,0,20161211,20170903
669,0,0,0,0,1,0,0,20161211,20170903
670,1,1,1,1,1,1,1,20161211,20170903
671,1,1,1,1,1,1,1,20161211,20170903
672,0,0,0,0,0,0,0,20161211,20170903
673,1,1,1,1,1,0,0,20161211,20170903
674,0,0,0,0,0,0,0,20161211,20170903
675,0,0,0,0,0,0,0,20161211,20170903
676,0,0,0,0,0,1,0,20161211,20170903
677,0,0,0,0,0,1,1,20161211,20170903
678,0,0,0,1,1,1,1,20161211,20170903
679,1,1,1,0,0,0,0,20161211,20170903
680,0,0,0,0,0,1,1,20161211,20170903
681,0,0,0,0,0,0,0,20161211,20170903
682,0,0,0,0,0,0,0,20161211,20170903
683,1,1,1,1,1,0,0,20161211,20170903
684,0,0,0,0,0,0,0,20161211,20170903
685,1,1,1,1,1,1,1,20161211,20170903
686,0,0,0,0,0,1,0,20161211,20170903
687,0,0,0,0,0,0,0,20161211,20170903
688,0,0,0,0,0,0,1,20161211,20170903
689,0,0,0,0,0,0,1,20161211,20170903
690,0,0,0,0,0,0,0,20161211,20170903
691,0,0,0,0,0,0,0,20161211,20170903
692,0,0,0,0,0,1,0,20161211,20170903
693,1,1,1,1,1,1,0,20161211,20170903
694,0,0,0,0,0,0,0,20161211,20170903
695,1,1,1,1,1,1,0,20161211,20170903
696,1,1,1,1,1,1,0,20161211,20170903
697,0,0,0,0,0,0,1,20161211,20170903
698,0,0,0,0,0,0,0,20161211,20170903
699,1,1,1,1,1,0,0,20161211,20170903
700,0,0,0,0,0,0,0,20161211,20170903
701,0,0,0,0,0,0,0,20161211,20170903
702,1,1,1,1,1,1,1,20161211,20170903
703,0,0,0,1,1,1,1,20161211,20170903
704,0,0,0,0,0,0,0,20161211,20170903
705,1,1,1,1,1,1,1,20161211,20170903
706,0,0,0,0,0,0,1,20161211,20170903
707,0,0,0,0,0,0,1,20161211,20170903
708,1,1,1,1,1,1,1,20161211,20170903
709,1,1,1,1,1,1,1,20161211,20170903
710,1,1,1,1,1,0,0,20161211,20170903
711,0,0,0,0,0,0,0,20161211,20170903
712,1,1,1,1,1,0,0,20161211,20170903
713,0,0,0,0,0,0,0,20161211,20170903
714,1,1,1,0,0,0,0,20161211,20170903
715,0,0,0,1,1,0,0,20161211,20170903
716,0,0,0,0,0,0,0,20161211,20170903
717,0,0,0,0,0,0,0,20161211,20170903
718,0,0,0,0,0,1,1,20161211,20170903
719,1,1,1,1,1,1,1,20161211,20170903
720,0,0,0,0,0,0,0,20161211,20170903
721,0,0,0,0,0,0,0,20161211,20170903
722,0,0,0,0,0,0,0,20161211,20170903
723,0,0,0,0,0,0,0,20161211,20170903
724,0,0,0,0,0,0,0,20161211,20170903
725,0,0,0,0,0,0,0,20161211,20170903
726,0,0,0,0,0,0,0,20161211,20170903
727,0,0,0,0,0,0,0,20161211,20170903
728,0,0,0,0,0,0,0,20161211,20170903
729,0,0,0,0,0,0,0,20161211,20170903
730,0,0,0,0,0,0,0,20161211,20170903
731,0,0,0,0,0,0,0,20161211,20170903
732,0,0,0,0,0,0,0,20161211,20170903
733,0,0,0,0,0,0,0,20161211,20170903
734,0,0,0,0,0,0,0,20161211,20170903
735,0,0,0,0,0,0,0,20161211,20170903
736,0,0,0,0,0,0,0,20161211,20170903
737,0,0,0,0,0,0,0,20161211,20170903
738,0,0,0,0,0,0,0,20161211,20170903
739,0,0,0,0,0,0,0,20161211,20170903
740,0,0,0,0,0,0,0,20161211,20170903
741,0,0,0,0,0,0,0,20161211,20170903
742,0,0,0,0,0,0,0,20161211,20170903
743,0,0,0,0,0,0,0,20161211,20170903
744,0,0,0,0,0,0,0,20161211,20170903
745,0,0,0,0,0,0,0,20161211,20170903
746,0,0,0,0,0,0,0,20161211,20170903
747,0,0,0,0,0,0,0,20161211,20170903
748,0,0,0,0,0,0,0,20161211,20170903
749,0,0,0,0,0,0,0,20161211,20170903
750,0,0,0,0,0,0,0,20161211,20170903
751,0,0,0,0,0,0,0,20161211,20170903
752,0,0,0,0,0,0,0,20161211,20170903
753,0,0,0,0,0,0,0,20161211,20170903
754,0,0,0,0,0,0,0,20161211,20170903
755,0,0,0,0,0,0,0,20161211,20170903
756,0,0,0,0,0,0,0,20161211,20170903
757,0,0,0,0,0,0,0,20161211,20170903
758,0,0,0,0,0,0,0,20161211,20170903
759,0,0,0,0,0,0,0,20161211,20170903
760,0,0,0,0,0,0,0,20161211,20170903
761,0,0,0,0,0,1,1,20161211,20170903
762,0,0,0,0,0,0,0,20161211,20170903
763,0,0,0,0,0,1,1,20161211,20170903
764,0,0,0,0,0,1,1,20161211,20170903
765,0,0,0,0,0,1,0,20161211,20170903
766,0,0,0,0,1,0,0,20161211,20170903
767,1,1,1,1,1,1,1,20161211,20170903
768,1,0,1,0,1,0,0,20161211,20170903
769,0,1,0,1,0,0,0,20161211,20170903
770,1,0,1,1,0,0,0,20161211,20170903
771,1,0,1,0,0,0,0,20161211,20170903
772,0,1,0,0,1,0,0,20161211,20170903
773,0,1,1,1,0,0,0,20161211,20170903
774,1,1,0,0,0,0,0,20161211,20170903
775,0,0,1,1,1,0,0,20161211,20170903
776,0,0,0,0,0,0,0,20161211,20170903
777,0,0,0,0,0,0,0,20161211,20170903
778,0,0,0,0,0,0,1,20161211,20170903
779,0,1,0,1,0,0,0,20161211,20170903
780,1,1,1,1,1,1,0,20161211,20170903
781,0,0,0,0,0,0,0,20161211,20170903
782,0,0,0,0,0,0,0,20161211,20170903
783,1,1,1,1,0,0,0,20161211,20170903
784,0,0,0,0,0,0,0,20161211,20170903
785,0,0,0,0,0,0,0,20161211,20170903
786,0,0,0,0,0,0,0,20161211,20170903
787,0,0,0,0,0,0,0,20161211,20170903
788,0,0,0,0,0,0,0,20161211,20170903
789,0,0,0,0,0,0,0,20161211,20170903
790,0,0,0,0,0,0,0,20161211,20170903
791,0,0,0,0,0,0,0,20161211,20170903
792,0,0,0,0,0,0,0,20161211,20170903
793,0,0,0,0,0,0,0,20161211,20170903
794,0,0,0,0,0,0,0,20161211,20170903
795,0,0,0,0,0,0,0,20161211,20170903
796,0,0,0,0,0,0,0,20161211,20170903
797,0,0,0,0,0,0,0,20161211,20170903
798,1,1,1,1,1,0,0,20161211,20170903
799,0,0,0,0,0,0,0,20161211,20170903
800,1,1,1,1,1,1,0,20161211,20170903
801,0,0,0,0,0,0,0,20161211,20170903
802,1,1,1,1,1,1,1,20161211,20170903
803,0,0,0,0,0,0,0,20161211,20170903
804,0,0,0,0,0,0,0,20161211,20170903
805,1,1,1,1,1,1,1,20161211,20170903
806,0,0,0,0,0,1,1,20161211,20170903
807,0,0,0,0,0,0,1,20161211,20170903
808,0,0,0,0,0,0,0,20161211,20170903
809,0,0,0,0,0,0,0,20161211,20170903
810,0,0,0,0,1,0,1,20161211,20170903
811,0,0,0,0,0,0,0,20161211,20170903
812,0,0,0,0,0,0,0,20161211,20170903
813,1,1,1,1,1,1,1,20161211,20170903
814,0,0,0,0,0,0,0,20161211,20170903
815,1,1,1,1,1,0,0,20161211,20170903
816,0,0,0,0,0,0,0,20161211,20170903
817,0,0,0,0,0,0,0,20161211,20170903
818,1,1,1,1,1,0,0,20161211,20170903
819,0,0,0,0,0,1,1,20161211,20170903
820,0,0,0,0,0,1,0,20161211,20170903
821,1,1,1,1,1,1,0,20161211,20170903
822,0,0,0,0,0,1,0,20161211,20170903
823,0,0,0,0,0,0,0,20161211,20170903
824,1,1,1,1,0,1,0,20161211,20170903
825,1,1,1,1,1,1,0,20161211,20170903
826,0,0,0,0,0,0,0,20161211,20170903
827,0,0,0,0,0,1,0,20161211,20170903
828,1,1,1,1,1,0,0,20161211,20170903
829,1,1,1,1,1,1,1,20161211,20170903
830,0,0,0,0,0,1,1,20161211,20170903
831,1,1,1,1,1,1,1,20161211,20170903
832,0,0,0,0,0,0,0,20161211,20170903
833,0,0,0,0,0,0,0,20161211,20170903
834,0,0,0,0,0,0,0,20161211,20170903
835,1,1,1,1,1,1,1,20161211,20170903
836,0,0,0,0,0,0,1,20161211,20170903
837,1,1,1,1,1,1,0,20161211,20170903
838,0,0,0,0,0,1,1,20161211,20170903
839,1,1,1,1,1,0,0,20161211,20170903
840,0,0,0,0,0,1,1,20161211,20170903
841,1,1,1,1,1,1,1,20161211,20170903
842,0,0,0,0,0,0,0,20161211,20170903
843,0,0,0,0,0,0,0,20161211,20170903
844,0,0,0,0,0,0,0,20161211,20170903
845,0,0,0,0,0,0,0,20161211,20170903
846,0,0,0,0,0,0,0,20161211,20170903
847,1,1,1,1,1,1,0,20161211,20170903
848,0,0,0,0,0,0,0,20161211,20170903
849,1,1,1,1,1,1,1,20161211,20170903
850,0,0,0,0,0,0,0,20161211,20170903
851,1,1,1,1,1,0,1,20161211,20170903
852,0,0,0,0,0,0,0,20161211,20170903
853,1,1,1,1,1,0,0,20161211,20170903
854,0,1,1,1,0,0,0,20161211,20170903
855,1,0,0,0,1,1,1,20161211,20170903
856,0,0,0,0,1,0,0,20161211,20170903
857,1,1,1,1,0,1,1,20161211,20170903
858,1,1,1,1,1,0,0,20161211,20170903
859,1,1,1,1,1,1,0,20161211,20170903
860,0,0,0,0,0,1,1,20161211,20170903
861,0,0,0,0,0,1,1,20161211,20170903
862,1,1,1,1,1,0,0,20161211,20170903
863,0,0,0,0,0,0,0,20161211,20170903
864,0,0,0,0,0,0,0,20161211,20170903
865,1,1,1,1,1,0,0,20161211,20170903
866,0,0,0,0,0,0,1,20161211,20170903
867,0,0,0,0,0,1,0,20161211,20170903
868,0,0,0,0,0,0,0,20161211,20170903
869,0,0,0,0,0,0,0,20161211,20170903
870,0,0,0,0,0,0,0,20161211,20170903
871,1,1,1,1,1,1,1,20161211,20170903
872,0,0,0,0,0,0,0,20161211,20170903
873,1,1,1,1,1,0,0,20161211,20170903
874,1,1,1,1,1,1,1,20161211,20170903
875,0,0,0,0,0,1,1,20161211,20170903
876,0,0,0,0,0,0,0,20161211,20170903
877,1,1,1,1,1,1,1,20161211,20170903
878,0,0,0,0,0,0,0,20161211,20170903
879,1,1,1,1,0,1,1,20161211,20170903
880,0,0,0,0,0,0,0,20161211,20170903
881,0,0,0,0,0,0,1,20161211,20170903
882,1,1,1,1,1,1,0,20161211,20170903
883,1,0,0,0,0,0,0,20161211,20170903
884,0,0,0,0,0,0,0,20161211,20170903
885,1,1,1,1,1,1,0,20161211,20170903
886,0,0,0,0,0,0,1,20161211,20170903
887,0,0,0,0,0,0,0,20161211,20170903
888,0,0,0,0,0,0,0,20161211,20170903
889,0,0,0,0,0,1,1,20161211,20170903
890,1,1,1,1,1,0,0,20161211,20170903
891,0,0,0,0,0,0,0,20161211,20170903
892,1,1,1,1,0,0,0,20161211,20170903
893,0,0,0,0,0,0,0,20161211,20170903
894,1,1,1,1,1,1,1,20161211,20170903
895,1,1,1,1,0,0,0,20161211,20170903
896,0,0,0,0,0,1,1,20161211,20170903
897,0,0,0,0,1,0,0,20161211,20170903
898,0,0,0,0,0,1,1,20161211,20170903
899,0,0,0,0,0,0,0,20161211,20170903
900,1,1,1,1,1,0,0,20161211,20170903
901,1,1,1,1,1,0,0,20161211,20170903
902,0,0,0,1,0,0,1,20161211,20170903
903,1,1,1,0,0,0,0,20161211,20170903
904,1,1,1,1,0,0,1,20161211,20170903
905,0,0,0,0,1,1,0,20161211,20170903
906,0,0,0,0,0,0,0,20161211,20170903
907,0,0,0,0,0,0,0,20161211,20170903
908,0,0,0,0,0,0,0,20161211,20170903
909,0,0,0,0,0,1,1,20161211,20170903
910,0,0,0,0,0,1,1,20161211,20170903
911,0,0,0,0,1,1,0,20161211,20170903
912,0,0,0,0,0,0,0,20161211,20170903
913,0,0,0,0,0,0,0,20161211,20170903
914,0,0,0,0,0,0,0,20161211,20170903
915,0,0,0,0,0,1,1,20161211,20170903
916,0,0,0,0,1,1,0,20161211,20170903
917,1,1,1,1,0,0,1,20161211,20170903
918,0,0,0,0,0,0,0,20161211,20170903
919,1,1,1,1,1,1,0,20161211,20170903
920,0,1,1,1,1,0,0,20161211,20170903
921,0,0,0,0,0,0,0,20161211,20170903
922,0,0,0,0,0,0,0,20161211,20170903
923,0,0,0,0,0,0,0,20161211,20170903
924,0,0,0,0,0,0,0,20161211,20170903
925,1,1,1,1,1,1,0,20161211,20170903
926,0,0,0,0,0,0,1,20161211,20170903
927,0,0,0,0,0,0,0,20161211,20170903
928,0,0,0,0,0,0,0,20161211,20170903
929,0,0,0,0,0,0,0,20161211,20170903
930,0,0,0,0,0,0,0,20161211,20170903
931,0,0,0,0,0,0,0,20161211,20170903
932,0,0,0,0,0,0,0,20161211,20170903
933,0,0,0,0,0,0,0,20161211,20170903
934,0,0,0,0,0,0,0,20161211,20170903
935,0,0,0,0,0,0,0,20161211,20170903
936,0,0,0,0,0,0,0,20161211,20170903
937,0,0,0,0,0,0,0,20161211,20170903
938,0,0,0,0,0,0,0,20161211,20170903
939,1,0,0,0,0,0,0,20161211,20170903
940,0,0,0,0,0,0,0,20161211,20170903
941,0,0,0,0,0,0,0,20161211,20170903
942,0,0,0,0,0,0,0,20161211,20170903
943,0,0,0,0,0,0,0,20161211,20170903
944,0,0,0,0,0,0,0,20161211,20170903
945,0,0,0,0,0,0,0,20161211,20170903
946,0,0,0,0,0,0,0,20161211,20170903
947,0,0,0,0,0,0,0,20161211,20170903
948,0,0,0,0,0,0,0,20161211,20170903
949,0,0,0,0,0,0,0,20161211,20170903
950,1,1,1,1,0,0,0,20161211,20170903
951,0,0,0,0,0,1,1,20161211,20170903
952,0,0,0,0,0,0,0,20161211,20170903
953,0,0,0,0,0,0,0,20161211,20170903
954,0,0,0,0,0,0,0,20161211,20170903
955,1,1,1,1,1,1,1,20161211,20170903
956,0,0,0,0,0,0,0,20161211,20170903
957,1,1,1,1,1,1,1,20161211,20170903
958,0,0,0,0,0,0,0,20161211,20170903
959,1,1,1,1,1,1,1,20161211,20170903
960,0,0,0,0,0,0,0,20161211,20170903
961,0,0,0,0,0,0,0,20161211,20170903
962,0,0,0,0,0,0,0,20161211,20170903
963,1,1,1,1,0,1,0,20161211,20170903
964,0,0,0,0,1,0,1,20161211,20170903
965,1,1,1,1,1,1,1,20161211,20170903
966,0,0,0,0,0,0,0,20161211,20170903
967,0,0,0,0,0,0,0,20161211,20170903
968,0,0,0,0,0,0,0,20161211,20170903
969,1,1,1,1,1,1,1,20161211,20170903
970,0,0,0,0,0,0,0,20161211,20170903
971,1,1,1,1,1,0,0,20161211,20170903
972,0,0,0,0,0,0,1,20161211,20170903
973,1,1,1,1,1,1,0,20161211,20170903
974,0,0,0,0,0,1,0,20161211,20170903
975,1,1,1,1,1,0,1,20161211,20170903
976,0,0,0,0,0,0,0,20161211,20170903
977,0,0,0,0,0,0,0,20161211,20170903
978,0,0,0,0,0,0,0,20161211,20170903
979,0,0,0,0,0,0,0,20161211,20170903
980,1,1,1,1,1,1,1,20161211,20170903
981,0,0,0,0,0,0,0,20161211,20170903
982,0,0,0,0,0,0,0,20161211,20170903
983,1,1,1,1,1,1,1,20161211,20170903
984,1,1,1,1,0,0,1,20161211,20170903
985,0,0,0,0,0,0,0,20161211,20170903
986,0,0,0,0,1,1,0,20161211,20170903
987,0,0,0,0,0,0,0,20161211,20170903
988,0,0,0,0,0,0,0,20161211,20170903
989,0,0,0,0,0,0,0,20161211,20170903
990,1,1,1,1,1,1,1,20161211,20170903
991,1,1,1,1,0,0,1,20161211,20170903
992,0,0,0,0,0,0,0,20161211,20170903
993,0,0,0,0,1,0,0,20161211,20170903
994,1,1,1,1,1,0,0,20161211,20170903
995,0,0,0,0,0,0,0,20161211,20170903
996,0,0,0,0,0,0,0,20161211,20170903
997,0,0,0,0,0,0,0,20161211,20170903
998,0,0,0,0,0,0,0,20161211,20170903
999,0,0,0,0,0,1,1,20161211,20170903
1000,0,0,0,0,0,0,0,20161211,20170903
1001,0,0,0,0,0,1,1,20161211,20170903
1002,0,0,0,0,0,0,0,20161211,20170903
1003,0,0,0,0,0,0,0,20161211,20170903
1004,1,1,1,1,1,1,1,20161211,20170903
1005,0,0,0,0,0,0,0,20161211,20170903
1006,0,0,0,0,0,0,0,20161211,20170903
1007,0,0,0,0,0,0,0,20161211,20170903
1008,0,0,0,0,0,0,0,20161211,20170903
1009,0,0,0,0,0,1,1,20161211,20170903
1010,0,0,0,0,0,0,0,20161211,20170903
1011,0,0,0,0,0,0,0,20161211,20170903
1012,0,0,0,0,0,0,0,20161211,20170903
1013,0,0,0,0,0,0,0,20161211,20170903
1014,0,0,0,1,0,0,0,20161211,20170903
1015,0,0,0,0,0,0,0,20161211,20170903
1016,0,0,0,0,0,0,0,20161211,20170903
1017,0,0,0,0,0,0,0,20161211,20170903
1018,0,0,0,0,0,0,0,20161211,20170903
1019,0,0,0,0,0,0,0,20161211,20170903
1020,0,0,0,0,0,0,0,20161211,20170903
1021,0,0,0,0,0,0,0,20161211,20170903
1022,0,0,0,0,0,0,0,20161211,20170903
1023,0,0,0,0,0,1,1,20161211,20170903
1024,1,1,1,1,0,1,1,20161211,20170903
1025,1,0,0,0,1,1,1,20161211,20170903
1026,0,0,0,0,1,1,0,20161211,20170903
1027,0,1,1,1,0,0,0,20161211,20170903
1028,0,0,0,0,0,0,1,20161211,20170903
1029,1,1,1,1,1,1,0,20161211,20170903
1030,0,0,0,1,1,0,0,20161211,20170903
1031,1,1,1,0,0,0,0,20161211,20170903
1032,0,0,0,1,1,1,0,20161211,20170903
1033,0,0,0,0,0,0,1,20161211,20170903
1034,0,0,0,0,0,0,0,20161211,20170903
1035,1,1,1,1,1,1,1,20161211,20170903
1036,0,0,0,0,0,0,0,20161211,20170903
1037,1,1,1,1,1,1,0,20161211,20170903
1038,0,0,0,0,0,0,0,20161211,20170903
1039,0,0,0,1,1,0,0,20161211,20170903
1040,0,0,0,0,0,1,1,20161211,20170903
1041,0,0,0,0,0,0,0,20161211,20170903
1042,0,1,1,1,1,0,0,20161211,20170903
1043,0,0,0,0,0,1,0,20161211,20170903
1044,1,1,1,1,1,0,0,20161211,20170903
1045,0,0,0,0,0,0,0,20161211,20170903
1046,1,1,1,1,0,0,0,20161211,20170903
1047,0,0,0,0,1,1,1,20161211,20170903
1048,1,1,1,1,1,0,0,20161211,20170903
1049,0,0,0,0,0,0,0,20161211,20170903
1050,0,0,0,0,0,0,1,20161211,20170903
1051,1,1,1,1,1,1,1,20161211,20170903
1052,0,0,0,0,0,0,0,20161211,20170903
1053,0,0,0,0,0,1,1,20161211,20170903
1054,0,0,0,0,0,0,0,20161211,20170903
1055,0,0,1,1,1,1,1,20161211,20170903
1056,1,1,0,0,0,0,0,20161211,20170903
1057,0,0,0,0,0,0,1,20161211,20170903
1058,1,1,1,1,1,1,0,20161211,20170903
1059,1,1,1,1,1,1,0,20161211,20170903
1060,1,1,1,1,1,1,1,20161211,20170903
1061,0,0,0,0,0,0,0,20161211,20170903
1062,1,1,1,1,1,0,0,20161211,20170903
1063,0,0,0,0,0,0,0,20161211,20170903
1064,0,0,0,0,0,0,0,20161211,20170903
1065,0,1,1,1,1,1,0,20161211,20170903
1066,0,0,0,0,0,0,0,20161211,20170903
1067,0,0,0,0,0,0,0,20161211,20170903
1068,0,1,1,1,0,0,0,20161211,20170903
1069,1,1,1,1,1,0,1,20161211,20170903
1070,1,1,1,1,1,1,0,20161211,20170903
1071,0,0,0,0,0,1,1,20161211,20170903
1072,0,0,0,0,0,1,0,20161211,20170903
1073,1,1,1,1,1,1,1,20161211,20170903
1074,1,1,1,1,1,1,0,20161211,20170903
1075,1,0,0,0,0,1,1,20161211,20170903
1076,0,0,0,0,0,0,0,20161211,20170903
1077,0,0,0,0,1,0,0,20161211,20170903
1078,1,1,1,1,1,0,0,20161211,20170903
1079,0,0,0,0,0,0,0,20161211,20170903
1080,1,1,1,1,1,0,0,20161211,20170903
1081,1,0,1,1,0,0,0,20161211,20170903
1082,0,0,0,0,0,0,0,20161211,20170903
1083,0,0,0,0,0,0,0,20161211,20170903
1084,0,0,0,0,0,0,0,20161211,20170903
1085,0,0,0,0,0,0,1,20161211,20170903
1086,0,0,0,0,0,1,0,20161211,20170903
1087,0,0,0,0,0,0,0,20161211,20170903
1088,1,1,1,1,0,0,0,20161211,20170903
1089,0,0,0,0,0,1,1,20161211,20170903
1090,0,0,0,0,0,0,0,20161211,20170903
1091,0,0,0,0,1,0,0,20161211,20170903
1092,0,0,0,0,0,0,0,20161211,20170903
1093,0,0,0,0,0,0,1,20161211,20170903
1094,0,0,0,0,0,1,1,20161211,20170903
1095,0,0,0,0,0,1,0,20161211,20170903
1096,0,0,0,0,0,0,1,20161211,20170903
1097,0,0,0,0,0,0,0,20161211,20170903
1098,0,0,0,0,0,0,0,20161211,20170903
1099,0,0,0,0,0,0,0,20161211,20170903
1100,1,1,1,0,1,0,0,20161211,20170903
1101,0,0,0,1,0,0,0,20161211,20170903
1102,1,1,1,1,1,0,0,20161211,20170903
1103,0,0,0,0,0,0,0,20161211,20170903
1104,1,1,1,1,1,0,0,20161211,20170903
1105,1,1,1,1,0,0,0,20161211,20170903
1106,1,1,1,0,0,0,0,20161211,20170903
1107,0,0,0,1,1,0,0,20161211,20170903
1108,0,0,0,0,0,0,0,20161211,20170903
1109,0,0,0,0,0,0,0,20161211,20170903
1110,0,0,0,0,0,0,0,20161211,20170903
1111,0,0,0,0,0,0,0,20161211,20170903
1112,0,0,0,0,0,0,0,20161211,20170903
1113,0,0,0,0,0,0,0,20161211,20170903
1114,0,0,0,0,0,0,0,20161211,20170903
1115,0,0,0,0,0,0,0,20161211,20170903
1116,0,0,0,0,0,0,0,20161211,20170903
1117,0,0,0,0,0,0,0,20161211,20170903
1118,0,0,0,0,0,0,0,20161211,20170903
1119,0,0,0,0,0,0,0,20161211,20170903
1120,0,0,0,0,0,0,0,20161211,20170903
1121,0,0,0,0,0,0,0,20161211,20170903
1122,0,0,0,0,0,0,0,20161211,20170903
1123,0,0,0,0,0,0,0,20161211,20170903
1124,0,0,0,0,0,0,0,20161211,20170903
1125,0,0,0,0,0,0,0,20161211,20170903
1126,0,0,0,0,0,0,0,20161211,20170903
1127,0,0,0,0,0,0,0,20161211,20170903
1128,0,0,0,0,0,0,0,20161211,20170903
1129,1,1,1,1,1,1,0,20161211,20170903
1130,1,1,1,1,1,1,0,20161211,20170903
1131,0,0,0,0,0,1,0,20161211,20170903
1132,1,1,1,1,1,1,1,20161211,20170903
1133,0,0,0,0,0,1,0,20161211,20170903
1134,0,1,0,1,0,0,0,20161211,20170903
1135,1,0,1,0,1,0,0,20161211,20170903
1136,0,0,0,0,0,1,1,20161211,20170903
1137,0,0,0,0,0,1,0,20161211,20170903
1138,1,1,1,1,1,1,0,20161211,20170903
1139,0,0,0,0,0,1,0,20161211,20170903
1140,0,0,0,0,0,0,1,20161211,20170903
1141,0,0,0,0,0,0,0,20161211,20170903
1142,0,0,1,0,1,0,0,20161211,20170903
1143,0,0,0,0,0,0,0,20161211,20170903
1144,1,1,0,1,0,0,0,20161211,20170903
1145,0,0,1,0,1,0,0,20161211,20170903
1146,1,1,0,1,0,0,0,20161211,20170903
1147,0,1,0,0,0,0,0,20161211,20170903
1148,1,1,1,1,1,0,1,20161211,20170903
1149,1,0,1,1,1,0,0,20161211,20170903
1150,0,0,0,0,0,0,0,20161211,20170903
1151,1,1,1,1,1,0,0,20161211,20170903
1152,0,0,0,0,0,0,0,20161211,20170903
1153,1,1,0,1,1,0,0,20161211,20170903
1154,0,1,0,0,0,0,0,20161211,20170903
